system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Corpo_dagua_continental,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,ID,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clay,clayminerals,clitter,convergence,cti,ctotal,eastness,elevation,latitude,ln_clay_sand,ln_silt_sand,longitude,lv1_Dry_season,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_semiarid,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_and_hot,lv3_and_hot_summer,lv3_and_short_and_cool_summer,lv3_and_temperate,lv3_and_temperate_summer,lv3_low_latitude_and_altitude,lv3_with_hot_summer,lv3_with_temperate_summer,nitrogen,northness,oxides,pcurv,phh2o,prediction_clay_0_30cm,prediction_sand_0_30cm,prediction_silt_0_30cm,roughness,sand,silt,slope,soc,spi,.geo
0000000000000000072b,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,8,2127,1,0,0,0,0,0,7,2,104,17.0,58.28,11.95,2.98,166,94,366,38,2.8,-35,-17,76.0,0,431,24626,0.576764509227072,0.532999481260313,18984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-6,183,2,52,32.4300241337729,25.908871110549285,41.661104755677805,15,255,376,6,321,0,"{""type"":""Point"",""coordinates"":[-53.78451754039029,-29.626213889881768]}"
0000000000000000072c,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,11,2128,1,0,0,0,0,0,12,2,108,16.0,58.28,11.95,2.98,167,103,214,40,2.8,2,-28,76.0,-18,360,24637,-1.263861861563417,-0.078021205560896,18975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,181,9,53,15.32642471973106,41.662291750503044,43.01128352976588,53,381,403,19,274,0,"{""type"":""Point"",""coordinates"":[-53.77589363895292,-29.63780309351968]}"
0000000000000000072d,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,11,2129,1,0,0,1,0,0,11,2,108,16.0,58.28,11.95,2.98,168,108,211,36,2.8,-5,-30,76.0,-16,381,24638,-0.882903715841418,0.514522485647317,18975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-1,180,3,53,17.54785146138789,32.76513837128295,49.68701016732916,47,374,412,17,297,0,"{""type"":""Point"",""coordinates"":[-53.775082082561205,-29.63834264474715]}"
0000000000000000072e,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,10,2130,1,0,0,1,0,0,11,2,107,15.0,58.28,11.95,2.98,168,113,189,34,2.8,-3,-29,76.0,-16,402,24638,-0.967842057484915,0.068666020691428,18974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-1,173,1,52,19.70041914077131,32.987166183578594,47.312414675650096,48,347,461,17,314,0,"{""type"":""Point"",""coordinates"":[-53.77427498527052,-29.63887773687356]}"
0000000000000000072f,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,10,2131,1,0,0,1,0,0,10,1,106,15.0,58.28,11.95,2.98,168,112,201,40,2.8,-17,-27,76.0,-15,415,24639,-0.475423696715075,0.563469357251413,18973,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-12,184,5,52,21.14245322498418,30.2012587175771,48.65628805743872,59,322,475,20,330,0,"{""type"":""Point"",""coordinates"":[-53.773467887979855,-29.63941728810103]}"
00000000000000000730,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,10,2132,1,0,0,1,0,0,9,1,104,15.0,58.28,11.95,2.98,167,111,226,31,2.8,-6,-14,76.0,-17,413,24639,-0.382992252256106,0.298981627705714,18972,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,-11,154,3,52,20.896770947625022,31.07958430195492,48.02364475042006,58,300,471,21,340,0,"{""type"":""Point"",""coordinates"":[-53.77266079068917,-29.639956839328494]}"
00000000000000000731,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,16,2133,1,0,0,1,0,0,10,3,110,11.0,58.28,11.95,2.98,172,110,151,36,2.8,30,11,76.0,-1,145,24651,-1.583387235234158,-1.343246107551377,18991,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-2,164,1,53,12.028185517929014,68.63614883337688,19.335665648694114,8,636,210,2,242,1,"{""type"":""Point"",""coordinates"":[-53.79179479330951,-29.651546042966398]}"
00000000000000000732,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,14,2134,1,0,0,1,0,0,9,3,110,11.0,58.28,11.95,2.98,171,105,146,34,2.8,14,4,76.0,-4,147,24652,-1.872494937580492,-1.464031326476071,18990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-2,164,-5,53,10.366177250547691,73.66506090773196,15.968761841720347,14,655,196,5,226,1,"{""type"":""Point"",""coordinates"":[-53.79098323691778,-29.652085594193867]}"
00000000000000000733,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,14,2135,1,0,0,1,0,0,9,2,109,11.0,58.28,11.95,2.98,169,94,140,30,2.8,6,-11,76.0,-7,157,24652,-1.846280308106472,-1.595924193267378,18990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-1,148,-2,53,10.168001239627522,75.63152665200789,14.200472108364593,19,666,192,8,213,0,"{""type"":""Point"",""coordinates"":[-53.790176139627114,-29.65262514542134]}"
00000000000000000734,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,14,2136,1,0,0,1,0,0,9,3,109,11.0,58.28,11.95,2.98,164,87,127,40,2.8,1,-18,76.0,-8,166,24653,-2.278774444300327,-2.278774444300327,18989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-1,169,2,53,9.98192357509755,76.94277566290918,13.07530076199328,21,687,183,9,218,0,"{""type"":""Point"",""coordinates"":[-53.78936904233644,-29.65343224271201]}"
00000000000000000735,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,14,2137,1,0,0,1,0,0,8,4,109,11.0,58.28,11.95,2.98,162,88,123,38,2.8,-27,-7,76.0,-3,156,24653,-2.608645629197235,-2.17143182277449,18988,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-7,157,-3,53,9.072201921678053,77.53940325581455,13.388394822507399,26,696,178,8,224,0,"{""type"":""Point"",""coordinates"":[-53.78882949110898,-29.65397179393947]}"
00000000000000000736,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,6,2138,1,0,0,0,0,0,5,5,109,20.0,58.28,11.95,2.98,168,77,357,27,2.8,-19,-16,76.0,-2,462,24616,0.311436158459888,0.892943367877164,18998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,-4,160,-1,52,33.457881448639455,22.388350283510842,44.1537682678497,15,202,438,5,309,0,"{""type"":""Point"",""coordinates"":[-53.79853249500126,-29.616510885989477]}"
00000000000000000737,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,6,2139,1,0,0,0,0,0,5,5,108,17.0,58.28,11.95,2.98,170,83,360,30,2.8,0,-9,76.0,-3,452,24617,0.627085429881853,0.527130332790934,18998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-3,167,-3,52,37.63275521657278,22.237083215752047,40.130161567675174,14,199,438,5,318,0,"{""type"":""Point"",""coordinates"":[-53.798800041064474,-29.61731798328015]}"
00000000000000000738,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,5,2140,1,0,0,0,0,0,4,4,107,17.0,58.28,11.95,2.98,172,89,363,28,2.8,-2,-7,76.0,-2,450,24618,0.541341167691941,0.681340667972956,18999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-4,165,4,52,36.37539935196676,21.280363515364844,42.3442371326684,16,198,436,5,325,0,"{""type"":""Point"",""coordinates"":[-53.79906758712768,-29.618129539671877]}"
00000000000000000739,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,5,2141,1,0,0,0,0,0,4,4,106,17.0,58.28,11.95,2.98,173,94,366,24,2.8,-4,-7,76.0,-4,446,24618,0.558171744363189,0.834225778819851,18999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-7,152,4,52,35.06207815010858,21.05242956975276,43.88549228013866,23,203,429,8,329,0,"{""type"":""Point"",""coordinates"":[-53.79933959229194,-29.618936636962562]}"
0000000000000000073a,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,6,2142,1,0,0,1,0,0,6,3,105,17.0,58.28,11.95,2.98,174,100,368,29,2.8,0,-9,76.0,-7,443,24619,0.405465108108164,0.614009860001221,18999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-7,161,1,52,34.09287635448327,22.41660276127434,43.490520884242386,28,207,421,10,334,0,"{""type"":""Point"",""coordinates"":[-53.79960713835515,-29.619743734253227]}"
0000000000000000073b,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,16,2143,1,0,0,0,0,0,9,1,108,10.0,58.28,11.95,2.98,166,110,192,25,2.8,41,2,76.0,-16,264,24627,-0.633817802502342,-0.08945935862827,19009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-3,145,-15,53,16.83577762314355,54.0408637904899,29.123358586366553,59,525,281,17,240,3,"{""type"":""Point"",""coordinates"":[-53.809577688310654,-29.627832543564185]}"
0000000000000000073c,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,15,2144,1,0,0,0,0,0,9,1,108,10.0,58.28,11.95,2.98,166,113,185,28,2.8,13,-35,76.0,-28,273,24628,-0.276508771853656,0.049325066562501,19008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,157,3,53,17.126373354794914,55.88721202777549,26.9864146174296,73,555,257,29,237,0,"{""type"":""Point"",""coordinates"":[-53.80877059101998,-29.62863964085485]}"
0000000000000000073d,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,17,2145,1,0,0,0,0,0,8,1,108,12.0,58.28,11.95,2.98,166,110,186,29,2.8,2,-33,76.0,-27,293,24629,-2.425836554998819,-2.818398258271075,19007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,4,162,0,53,15.201602323184959,66.8714023123682,17.926995364446835,72,537,273,29,240,0,"{""type"":""Point"",""coordinates"":[-53.807963493729304,-29.629179192082315]}"
0000000000000000073e,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,15,2146,1,0,0,0,0,0,7,1,108,12.0,58.28,11.95,2.98,164,109,191,32,2.8,-9,-36,76.0,-32,326,24629,-0.782151251666285,-0.024631787189665,19007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,2,166,-1,53,17.30436680665661,49.32132873126504,33.374304462078356,80,515,291,34,247,0,"{""type"":""Point"",""coordinates"":[-53.80715193733758,-29.629718743309787]}"
0000000000000000073f,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,13,2147,1,0,0,0,0,0,7,1,107,12.0,58.28,11.95,2.98,162,110,204,27,2.8,-7,-31,76.0,-35,350,24630,-0.365676858049752,0.691300457966781,19006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,150,4,53,18.76890788494076,36.78500544554145,44.44608666951778,85,475,317,37,281,0,"{""type"":""Point"",""coordinates"":[-53.806344840046904,-29.6302538354362]}"
00000000000000000740,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,7,2148,1,0,0,1,0,0,16,1,108,9.0,58.28,11.95,2.98,162,104,226,23,2.8,0,-12,76.0,15,366,24645,0.421516817118672,0.845909935112355,19017,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,-5,148,-3,54,24.41149438781514,32.74120760966914,42.847298002515714,46,465,306,16,321,0,"{""type"":""Point"",""coordinates"":[-53.8176664976216,-29.64534789250211]}"
00000000000000000741,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,8,2149,1,0,0,1,0,0,15,0,109,9.0,58.28,11.95,2.98,160,105,198,43,2.8,-18,-22,76.0,15,354,24645,-0.714311991751989,0.120687481497173,19016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-10,190,7,53,22.308759725697666,39.89597496964634,37.795265304656006,59,552,247,18,302,0,"{""type"":""Point"",""coordinates"":[-53.81658739516667,-29.645075887337846]}"
00000000000000000742,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,9,2150,1,0,0,0,0,0,15,1,109,9.0,58.28,11.95,2.98,160,104,179,25,2.8,-15,-30,76.0,18,341,24644,-1.027746172799478,-1.586270853152566,19015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-4,156,7,53,21.312950130291732,55.25403348876397,23.43301638094429,58,585,233,20,281,0,"{""type"":""Point"",""coordinates"":[-53.81577583877494,-29.644540795211437]}"
00000000000000000743,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,10,2151,1,0,0,0,0,0,13,1,109,9.0,58.28,11.95,2.98,159,104,161,37,2.8,-16,-33,76.0,22,323,24644,-3.046787444354275,-2.480391969433474,19014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-5,178,8,53,10.544349622731534,70.37190484928698,19.08374552798148,65,617,219,24,272,0,"{""type"":""Point"",""coordinates"":[-53.81470119542106,-29.644268790047175]}"
00000000000000000744,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,10,2152,1,0,0,0,0,0,12,1,109,9.0,58.28,11.95,2.98,158,106,148,39,2.8,-21,-33,76.0,22,307,24644,-1.546163798409494,-1.072517177885258,19013,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-7,181,0,52,11.590409110227927,68.39413854355709,20.01545234621499,66,641,208,26,266,0,"{""type"":""Point"",""coordinates"":[-53.813889639029334,-29.64400124398397]}"
00000000000000000745,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,5,2153,1,0,0,0,0,0,6,4,111,20.0,58.28,11.95,2.98,170,70,303,36,2.8,16,13,76.0,0,445,24613,0.05176193455859,0.069409451372168,19003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-5,175,0,51,32.27985440135705,24.761662758019302,42.95848284062366,15,204,490,5,321,0,"{""type"":""Point"",""coordinates"":[-53.803111991783155,-29.613545583788934]}"
00000000000000000746,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,5,2154,1,0,0,0,0,0,7,2,110,20.0,58.28,11.95,2.98,169,64,312,41,2.8,29,6,76.0,-2,445,24613,1.116187433489617,1.884810490414592,19002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-3,184,0,51,31.26304643184196,19.042952325750786,49.69400124240725,16,208,477,5,329,0,"{""type"":""Point"",""coordinates"":[-53.80230489449249,-29.61327803772573]}"
00000000000000000747,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,5,2155,1,0,0,0,0,0,7,2,110,20.0,58.28,11.95,2.98,168,59,316,39,2.8,43,-12,76.0,-4,450,24612,-0.380696039995756,0.372535951301389,19001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,180,-2,51,28.183625776693916,24.27862647508742,47.53774774821867,13,215,466,4,328,0,"{""type"":""Point"",""coordinates"":[-53.80149333810076,-29.61273848649826]}"
00000000000000000748,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,4,2156,1,0,0,0,0,0,7,2,110,20.0,58.28,11.95,2.98,167,58,317,34,2.8,16,-16,76.0,-5,451,24612,-0.100284362625966,0.648261597323768,19000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,174,-3,51,29.124425067133945,24.645549553504207,46.23002537936184,16,228,452,5,315,0,"{""type"":""Point"",""coordinates"":[-53.800418694746874,-29.612198935270797]}"
00000000000000000749,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,5,2157,1,0,0,0,0,0,6,1,110,20.0,58.28,11.95,2.98,167,60,324,28,2.8,-2,-20,76.0,-5,454,24611,0.259282597930083,0.532978428407124,18999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,170,2,51,32.19130072146877,23.678284809729806,44.130414468801405,15,229,444,5,305,0,"{""type"":""Point"",""coordinates"":[-53.79960713835515,-29.611931389207584]}"
0000000000000000074a,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,5,2158,1,0,0,0,0,0,5,2,110,20.0,58.28,11.95,2.98,169,65,332,41,2.8,-22,-20,76.0,0,472,24610,0.277170747769095,0.393992706945928,19006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-5,183,3,51,32.47909703184285,24.03601195201409,43.48489101614306,15,241,424,6,337,0,"{""type"":""Point"",""coordinates"":[-53.806616845211174,-29.610852286752653]}"
0000000000000000074b,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,6,2159,1,0,0,0,0,0,6,2,111,20.0,58.28,11.95,2.98,167,70,316,37,2.8,-25,-18,76.0,4,466,24611,0.220322674972568,0.242669973664565,19006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-6,179,-1,51,31.515270288674557,24.76546516576426,43.719264545561195,19,232,448,7,347,0,"{""type"":""Point"",""coordinates"":[-53.8060772939837,-29.61165938404333]}"
0000000000000000074c,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,5,2160,1,0,0,0,0,0,7,2,111,20.0,58.28,11.95,2.98,169,72,311,42,2.8,-22,-16,76.0,3,456,24612,-0.193191229030858,0.44086703515908,19005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-5,185,1,52,29.420757729709752,23.629041771170094,46.95020049912016,19,217,470,6,344,0,"{""type"":""Point"",""coordinates"":[-53.805805288819435,-29.61247094043506]}"
0000000000000000074d,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,6,2161,1,0,0,0,0,0,7,2,110,20.0,58.28,11.95,2.98,170,74,305,42,2.8,-14,-10,76.0,4,453,24613,0.375951047595,1.448102648491767,19005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-6,184,2,52,27.72908437809879,21.241195388428817,51.029720233472396,20,205,487,7,329,0,"{""type"":""Point"",""coordinates"":[-53.80553774275623,-29.613278037725735]}"
0000000000000000074e,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,5,2162,1,0,0,0,0,0,7,2,110,20.0,58.28,11.95,2.98,170,77,301,39,2.8,7,11,76.0,2,443,24614,0.140088793170682,0.475626886800098,19004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-5,179,-4,52,29.058042121505494,23.306471778563754,47.63548609993076,17,206,491,6,317,0,"{""type"":""Point"",""coordinates"":[-53.80499819152877,-29.614085135016403]}"
00000000000000000769,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,13,855,1,0,0,0,0,0,6,0,98,16.0,58.28,11.95,2.98,183,96,456,30,2.8,30,1,76.0,-5,431,24505,2.173715357200833,1.997050233698424,16300,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,-7,177,-6,54,42.926739994692866,13.489038230569497,43.584221774737635,31,163,378,11,392,0,"{""type"":""Point"",""coordinates"":[-51.100080737902175,-29.505751274922932]}"
000000000000000007a3,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,5,1650,0,1,0,2,0,0,6,4,111,31.0,0.72,4.64,0.78,186,40,405,58,2.85,12,-2,8.99,-3,546,23035,-0.044457826279433,-1.143877328453753,18572,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-4,194,0,51,50.65769266838623,27.289628010595056,22.05267932101872,17,333,259,5,288,0,"{""type"":""Point"",""coordinates"":[-53.37272847630667,-28.035657003218684]}"
00000000000000000783,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,12,1624,1,0,0,1,0,0,3,5,122,11.0,52.17,10.69,2.98,212,63,356,53,2.5,-32,-10,68.34,1,49,24713,0.54097291608517,1.661866546277323,17692,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,-1,182,0,52,24.748417760945976,34.66645098132252,40.5851312577315,5,213,429,1,306,0,"{""type"":""Point"",""coordinates"":[-52.49228789150589,-29.713260001546093]}"
00000000000000000756,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,10,75,1,0,0,0,0,0,6,3,121,10.0,108.0,19.0,11.9,170,40,507,53,3.8,36,-16,142.7,1,383,23760,-0.603979774366337,-0.920902051992215,18300,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,5,208,1,51,40.36189616361943,37.76041364519159,21.87769019118899,18,188,302,6,235,0,"{""type"":""Point"",""coordinates"":[-53.10000093767581,-28.76086736214691]}"
00000000000000000013,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,14,756,0,1,0,7,0,0,2,45,129,5.0,37.74,10.58,5.12,188,36,273,56,2.07,-35,-4,55.51,0,5,27864,-2.274486513633091,-1.596419774648784,17865,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,162,0,59,20.043276952104645,59.552015424058226,20.40470762383713,1,387,337,0,417,0,"{""type"":""Point"",""coordinates"":[-52.665845022708105,-32.864729671068964]}"
00000000000000000514,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,3,4,1359,1,0,0,11,0,0,4,31,117,5.0,79.15,18.6,2.98,216,65,382,42,3.8,6,7,104.52,1,3,23870,-3.200390010737642,-3.736369904007244,14520,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,-3,155,-1,51,10.928847238221756,77.23625722473251,11.834895537045728,10,335,281,3,382,0,"{""type"":""Point"",""coordinates"":[-49.32007002478133,-28.870012778632102]}"
00000000000000000019,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,4,767,1,0,0,7,0,0,4,47,110,6.0,126.3,30.31,13.89,217,104,318,44,3.87,-4,28,174.38,0,5,24316,-0.595983432106298,-0.713766467762681,14983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,162,0,51,26.692765323985313,50.532566178041534,22.774668497973156,1,418,261,0,401,0,"{""type"":""Point"",""coordinates"":[-49.78333049232487,-29.316564994528385]}"
00000000000000000041,0,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,3,140,1,0,0,2,0,0,5,1,113,7.0,140.0,32.9,2.98,120,88,332,60,7.0,45,-28,182.88,9,543,17316,-0.63796377030421,-1.675636962469727,8549,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,23,205,0,49,34.32979504339343,52.217528490148915,13.452676466457644,66,544,121,26,193,1,"{""type"":""Point"",""coordinates"":[-43.34995352926373,-22.31671275183958]}"
00000000000000000316,0,1,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,52,1,0,0,2,0,0,5,1,112,18.0,140.0,32.9,2.98,115,88,355,37,7.0,45,-18,182.88,8,607,16966,-0.231811541997608,-1.094927087261347,7183,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,20,169,-10,51,33.84603685878007,46.87691446113188,19.277048680088036,60,472,170,22,296,8,"{""type"":""Point"",""coordinates"":[-41.9833505339089,-21.966637646335652]}"
00000000000000000393,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,3,983,1,0,0,2,0,0,4,1,101,13.0,140.0,32.9,2.98,172,105,476,47,7.0,-14,-5,182.88,19,442,22199,2.018790631507164,1.815635792315295,14690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,4,180,-4,49,48.965256915314484,10.286952433607457,40.747790651078056,49,208,314,20,491,1,"{""type"":""Point"",""coordinates"":[-49.490929399846216,-27.199954579287123]}"
0000000000000000039a,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,4,990,1,0,0,1,0,0,4,2,98,11.0,140.0,32.9,2.98,162,98,506,44,7.0,17,-11,182.88,-5,534,22155,2.424919047823785,2.153769476853798,14670,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,13,178,6,50,50.48026121819117,8.264052164411599,41.25568661739723,40,200,292,14,509,0,"{""type"":""Point"",""coordinates"":[-49.47044874870774,-27.155755969645366]}"
0000000000000000039b,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,3,991,1,0,0,2,0,0,5,2,101,10.0,140.0,32.9,2.98,170,111,497,53,7.0,2,-27,182.88,-14,465,22153,0.630183042486945,0.797175346446031,14676,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,33,7,184,-2,49,42.092142481516554,14.098279808332407,43.80957771015104,41,210,290,16,483,0,"{""type"":""Point"",""coordinates"":[-49.476374894007776,-27.153602223836554]}"
0000000000000000039d,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,2,993,1,0,0,3,0,0,5,1,100,9.0,140.0,32.9,2.98,167,91,478,60,7.0,-18,-24,182.88,5,392,22182,0.916808705819492,0.965301992500225,14704,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,11,196,-2,48,37.609187459497214,14.292034894507353,48.09877764599543,35,211,309,12,473,0,"{""type"":""Point"",""coordinates"":[-49.50413279806547,-27.182167225184926]}"
0000000000000000039e,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,2,5,994,1,0,0,1,0,0,5,4,103,10.0,140.0,32.9,2.98,167,90,451,40,7.0,60,55,182.88,0,335,22177,0.82420280298677,1.717604431633159,14711,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,2,157,-3,49,38.82055287270574,13.594192937543495,47.58525418975076,7,232,315,2,422,13,"{""type"":""Point"",""coordinates"":[-49.511949602212155,-27.177855274466246]}"
0000000000000000039f,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,3,1,995,1,0,0,4,0,0,4,5,101,10.0,140.0,32.9,2.98,171,77,455,42,7.0,8,63,182.88,0,332,22181,1.645496676106736,1.675093928870544,14722,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,161,0,50,43.699889580462084,11.970712473581697,44.32939794595623,4,227,314,1,416,10,"{""type"":""Point"",""coordinates"":[-49.52245970339513,-27.181360127894255]}"
00000000000000000452,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,2,2,360,1,0,0,2,0,0,5,5,101,6.0,140.0,32.9,2.98,194,112,424,20,7.0,-38,-36,182.88,20,368,21770,0.600073960851363,-0.321209548533401,14579,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,-20,125,14,50,38.9245954204648,30.00884564779145,31.06655893174375,91,254,321,32,347,0,"{""type"":""Point"",""coordinates"":[-49.37989778361541,-26.770110615038096]}"
