id,coord_x,coord_y,depth,clay,silt,sand
ctb0006-obs_49,-53.6416,-29.7626,12.5,13,20,67
ctb0006-obs_49,-53.6416,-29.7626,32.5,17,20,63
ctb0006-obs_490,-53.9392,-29.9495,10,8,18,74
ctb0006-obs_490,-53.9392,-29.9495,50,14,16,70
ctb0006-obs_491,-53.9413,-29.96,20.5,14,12,74
ctb0006-obs_492,-53.9462,-29.9671,17,10,20,70
ctb0006-obs_493,-53.9548,-29.9706,17,10,20,70
ctb0006-obs_494,-53.9351,-29.9664,17,10,20,70
ctb0006-obs_495,-53.929,-29.965,17,10,20,70
ctb0006-obs_496,-53.9241,-29.9665,17,10,20,70
ctb0006-obs_497,-53.9206,-29.9739,20.5,14,12,74
ctb0006-obs_498,-53.9101,-29.8532,15,15,26,59
ctb0006-obs_498,-53.9101,-29.8532,40,15,26,59
ctb0006-obs_499,-53.9123,-29.8359,15,15,26,59
ctb0006-obs_499,-53.9123,-29.8359,40,15,26,59
ctb0006-obs_5,-53.9469,-29.6792,21,21,21,58
ctb0006-obs_50,-53.6472,-29.7809,12.5,13,20,67
ctb0006-obs_50,-53.6472,-29.7809,32.5,17,20,63
ctb0006-obs_504,-53.8822,-29.7168,30,10,19,71
ctb0006-obs_508,-53.8621,-29.7186,30,10,19,71
ctb0006-obs_51,-53.6472,-29.7827,12.5,13,20,67
ctb0006-obs_51,-53.6472,-29.7827,32.5,17,20,63
ctb0006-obs_510,-53.8002,-29.7482,16,23,21,56
ctb0006-obs_511,-53.7945,-29.7503,16,36,31,33
ctb0006-obs_512,-53.8058,-29.7442,16,23,21,56
ctb0006-obs_513,-53.8115,-29.744,16,23,21,56
ctb0006-obs_514,-53.8157,-29.7433,15.5,15,43,42
ctb0006-obs_518,-53.793,-29.7301,10.5,15,23,62
ctb0006-obs_518,-53.793,-29.7301,33,17,27,56
ctb0006-obs_52,-53.6608,-29.785,12.5,13,20,67
ctb0006-obs_52,-53.6608,-29.785,32.5,17,20,63
ctb0006-obs_520,-53.7882,-29.7295,10.5,15,23,62
ctb0006-obs_520,-53.7882,-29.7295,33,17,27,56
ctb0006-obs_521,-53.7817,-29.7309,15,20,45,35
ctb0006-obs_521,-53.7817,-29.7309,45,18,26,56
ctb0006-obs_522,-53.7753,-29.7296,10.5,15,23,62
ctb0006-obs_522,-53.7753,-29.7296,33,17,27,56
ctb0006-obs_523,-53.8366,-29.7093,15,20,45,35
ctb0006-obs_523,-53.8366,-29.7093,45,18,26,56
ctb0006-obs_524,-53.8413,-29.7106,15,20,45,35
ctb0006-obs_524,-53.8413,-29.7106,45,18,26,56
ctb0006-obs_526,-53.8221,-29.6236,14,18,17,65
ctb0006-obs_526,-53.8221,-29.6236,40,22,17,61
ctb0006-obs_527,-53.8265,-29.6222,14,18,17,65
ctb0006-obs_527,-53.8265,-29.6222,40,22,17,61
ctb0006-obs_528,-53.7849,-29.6526,20,13,31,56
ctb0006-obs_529,-53.7932,-29.6534,15,12,14,74
ctb0006-obs_529,-53.7932,-29.6534,42.5,16,19,65
ctb0006-obs_53,-53.6654,-29.7783,12.5,13,20,67
ctb0006-obs_53,-53.6654,-29.7783,32.5,17,20,63
ctb0006-obs_530,-53.7942,-29.6529,20,13,31,56
ctb0006-obs_531,-53.8092,-29.6396,20,13,31,56
ctb0006-obs_532,-53.9285,-29.6319,17,14,27,59
ctb0006-obs_533,-53.9263,-29.6287,17,14,27,59
ctb0006-obs_534,-53.9232,-29.626,12.5,14,13,73
ctb0006-obs_534,-53.9232,-29.626,72.5,24,15,61
ctb0006-obs_535,-53.9125,-29.6228,17,14,27,59
ctb0006-obs_536,-53.9123,-29.62,12.5,14,13,73
ctb0006-obs_536,-53.9123,-29.62,72.5,24,15,61
ctb0006-obs_537,-53.909,-29.615,12.5,14,13,73
ctb0006-obs_537,-53.909,-29.615,72.5,24,15,61
ctb0006-obs_538,-53.9136,-29.6126,12.5,14,13,73
ctb0006-obs_538,-53.9136,-29.6126,72.5,24,15,61
ctb0006-obs_539,-53.9135,-29.6081,12.5,14,13,73
ctb0006-obs_539,-53.9135,-29.6081,72.5,24,15,61
ctb0006-obs_54,-53.6823,-29.7797,9,22,22,56
ctb0006-obs_54,-53.6823,-29.7797,44,36,19,45
ctb0006-obs_540,-53.916,-29.6074,17,14,27,59
ctb0006-obs_541,-53.9264,-29.6067,12.5,14,13,73
ctb0006-obs_541,-53.9264,-29.6067,72.5,24,15,61
ctb0006-obs_542,-53.9383,-29.6135,12.5,14,13,73
ctb0006-obs_542,-53.9383,-29.6135,72.5,24,15,61
ctb0006-obs_543,-53.9395,-29.6154,14,14,10,76
ctb0006-obs_543,-53.9395,-29.6154,55,16,8,76
ctb0006-obs_544,-53.9416,-29.6181,14,14,10,76
ctb0006-obs_544,-53.9416,-29.6181,55,16,8,76
ctb0006-obs_545,-53.943,-29.6196,21,21,21,58
ctb0006-obs_546,-53.9473,-29.6222,14,14,10,76
ctb0006-obs_546,-53.9473,-29.6222,55,16,8,76
ctb0006-obs_547,-53.9487,-29.6213,14,14,10,76
ctb0006-obs_547,-53.9487,-29.6213,55,16,8,76
ctb0006-obs_548,-53.947,-29.6251,14,14,10,76
ctb0006-obs_548,-53.947,-29.6251,55,16,8,76
ctb0006-obs_549,-53.946,-29.6261,14,14,10,76
ctb0006-obs_549,-53.946,-29.6261,55,16,8,76
ctb0006-obs_55,-53.69,-29.7761,9,22,22,56
ctb0006-obs_55,-53.69,-29.7761,44,36,19,45
ctb0006-obs_550,-53.942,-29.6302,21,21,21,58
ctb0006-obs_551,-53.9364,-29.6338,21,21,21,58
ctb0006-obs_552,-53.9331,-29.636,21,21,21,58
ctb0006-obs_554,-53.9428,-29.645,10,17,19,64
ctb0006-obs_554,-53.9428,-29.645,40,23,15,62
ctb0006-obs_56,-53.7041,-29.7746,9,22,22,56
ctb0006-obs_56,-53.7041,-29.7746,44,36,19,45
ctb0006-obs_57,-53.7182,-29.7762,15,15,31,54
ctb0006-obs_57,-53.7182,-29.7762,44,17,33,50
ctb0006-obs_58,-53.7224,-29.7734,16,36,31,33
ctb0006-obs_59,-53.7434,-29.7726,16,23,21,56
ctb0006-obs_6,-53.9764,-29.6742,10,17,19,64
ctb0006-obs_6,-53.9764,-29.6742,40,23,15,62
ctb0006-obs_60,-53.7636,-29.7791,16,23,21,56
ctb0006-obs_61,-53.7738,-29.7818,16,23,21,56
ctb0006-obs_62,-53.7826,-29.7833,16,23,21,56
ctb0006-obs_63,-53.8706,-29.7298,12.5,5,31,64
ctb0006-obs_63,-53.8706,-29.7298,52.5,7,16,77
ctb0006-obs_64,-53.882,-29.7368,30,10,19,71
ctb0006-obs_65,-53.8954,-29.7511,30,10,19,71
ctb0006-obs_66,-53.8944,-29.765,30,10,19,71
ctb0006-obs_67,-53.8974,-29.7721,12.5,5,31,64
ctb0006-obs_67,-53.8974,-29.7721,52.5,7,16,77
ctb0006-obs_68,-53.887,-29.7896,13.5,23,20,57
ctb0006-obs_68,-53.887,-29.7896,44.5,21,20,59
ctb0006-obs_69,-53.8928,-29.797,13.5,23,20,57
ctb0006-obs_69,-53.8928,-29.797,44.5,21,20,59
ctb0006-obs_7,-53.9892,-29.6732,11.5,5,8,87
ctb0006-obs_7,-53.9892,-29.6732,36.5,9,14,77
ctb0006-obs_70,-53.9036,-29.8239,30,10,19,71
ctb0006-obs_71,-53.913,-29.8369,15,15,26,59
ctb0006-obs_71,-53.913,-29.8369,40,15,26,59
ctb0006-obs_72,-53.9058,-29.8601,15,15,26,59
ctb0006-obs_72,-53.9058,-29.8601,40,15,26,59
ctb0006-obs_73,-53.8832,-29.8562,15,15,26,59
ctb0006-obs_73,-53.8832,-29.8562,40,15,26,59
ctb0006-obs_74,-53.8643,-29.8572,42.5,8,15,77
ctb0006-obs_75,-53.8534,-29.8573,23,16,20,64
ctb0006-obs_76,-53.8387,-29.8661,42.5,8,15,77
ctb0006-obs_77,-53.8189,-29.8644,42.5,8,15,77
ctb0006-obs_78,-53.805,-29.8725,10.5,15,23,62
ctb0006-obs_78,-53.805,-29.8725,33,17,27,56
ctb0006-obs_79,-53.7864,-29.8765,10.5,15,23,62
ctb0006-obs_79,-53.7864,-29.8765,33,17,27,56
ctb0006-obs_8,-53.9988,-29.6725,10,17,19,64
ctb0006-obs_8,-53.9988,-29.6725,40,23,15,62
ctb0006-obs_80,-53.7852,-29.8584,11,17,52,31
ctb0006-obs_80,-53.7852,-29.8584,40,19,31,50
ctb0006-obs_81,-53.7817,-29.8434,11,17,52,31
ctb0006-obs_81,-53.7817,-29.8434,40,19,31,50
ctb0006-obs_82,-53.7753,-29.8312,10.5,15,23,62
ctb0006-obs_82,-53.7753,-29.8312,33,17,27,56
ctb0006-obs_83,-53.7624,-29.831,17.5,13,18,69
ctb0006-obs_84,-53.7733,-29.8101,16,36,31,33
ctb0006-obs_85,-53.7893,-29.7669,10.5,15,23,62
ctb0006-obs_85,-53.7893,-29.7669,33,17,27,56
ctb0006-obs_86,-53.7929,-29.7635,10.5,15,23,62
ctb0006-obs_86,-53.7929,-29.7635,33,17,27,56
ctb0006-obs_87,-53.7944,-29.7704,10.5,15,23,62
ctb0006-obs_87,-53.7944,-29.7704,33,17,27,56
ctb0006-obs_88,-53.7958,-29.7728,10.5,15,23,62
ctb0006-obs_88,-53.7958,-29.7728,33,17,27,56
ctb0006-obs_89,-53.7998,-29.779,16,36,31,33
ctb0006-obs_9,-54.02,-29.6708,27,19,16,65
ctb0006-obs_93,-53.7743,-29.7542,16,23,21,56
ctb0006-obs_94,-53.7525,-29.7595,16,23,21,56
ctb0006-obs_95,-53.8882,-29.7101,20.75,7,3,90
ctb0006-obs_96,-53.9023,-29.7193,30,10,19,71
ctb0006-obs_97,-53.9217,-29.7386,30,10,19,71
ctb0006-obs_98,-53.9563,-29.7445,20.75,7,3,90
ctb0006-obs_99,-53.9936,-29.7659,14,25,12,63
ctb0006-obs_99,-53.9936,-29.7659,34.5,15,2,83
ctb0006-perfil-1,-54.0085294691912,-29.8524451554597,15,15,26,59
ctb0006-perfil-1,-54.0085294691912,-29.8524451554597,40,15,26,59
ctb0006-perfil-10,-54.0494345804159,-29.7204562759938,19,26,19,55
ctb0006-perfil-11,-53.9053157040548,-29.6607774213355,21.5,15,16,69
ctb0006-perfil-12,-53.9822056234233,-29.5966942751415,17.5,13,7,80
ctb0006-perfil-13,-53.972913300954,-29.6674845305736,10,17,19,64
ctb0006-perfil-13,-53.972913300954,-29.6674845305736,40,23,15,62
ctb0006-perfil-14,-53.8564534611818,-29.6247166414708,14,18,17,65
ctb0006-perfil-14,-53.8564534611818,-29.6247166414708,40,22,17,61
ctb0006-perfil-15,-53.8848203501922,-29.6456853133538,22.5,13,56,31
ctb0006-perfil-16,-53.6951153372991,-29.5962726510173,11.5,9,51,40
ctb0006-perfil-16,-53.6951153372991,-29.5962726510173,35.5,9,47,44
ctb0006-perfil-17,-53.6754463667522,-29.5811292129922,17.5,46,47,7
ctb0006-perfil-18,-53.661083150125,-29.6031926888897,15,46,35,19
ctb0006-perfil-18,-53.661083150125,-29.6031926888897,56.25,70,22,8
ctb0006-perfil-19,-53.6398417560384,-29.7466675621207,13,9,18,73
ctb0006-perfil-19,-53.6398417560384,-29.7466675621207,48,11,18,71
ctb0006-perfil-2,-54.0181037716909,-29.8894938242614,16,15,35,50
ctb0006-perfil-20,-53.6720137036005,-29.6708037622355,15,20,45,35
ctb0006-perfil-20,-53.6720137036005,-29.6708037622355,45,18,26,56
ctb0006-perfil-21,-53.5535595115558,-29.7384484660169,14.5,48,26,26
ctb0006-perfil-21,-53.5535595115558,-29.7384484660169,40,61,32,7
ctb0006-perfil-22,-53.6334489624984,-29.8723266114334,12.5,13,22,65
ctb0006-perfil-22,-53.6334489624984,-29.8723266114334,32.5,11,27,62
ctb0006-perfil-23,-53.6178349766531,-29.8597839115847,6.5,17,41,42
ctb0006-perfil-23,-53.6178349766531,-29.8597839115847,24.25,11,29,60
ctb0006-perfil-24,-53.5834046382498,-29.8259875228445,5,13,25,62
ctb0006-perfil-24,-53.5834046382498,-29.8259875228445,25,13,28,59
ctb0006-perfil-25,-53.5786850383919,-29.7250709819463,12,18,35,47
ctb0006-perfil-25,-53.5786850383919,-29.7250709819463,39,22,34,44
ctb0006-perfil-26,-53.6180671639819,-29.679584424991,10,11,32,57
ctb0006-perfil-26,-53.6180671639819,-29.679584424991,37.5,9,38,53
ctb0006-perfil-27,-53.6410502801438,-29.760426066725,12.5,13,20,67
ctb0006-perfil-27,-53.6410502801438,-29.760426066725,32.5,17,20,63
ctb0006-perfil-28,-53.7098512352629,-29.795834306672,15,15,31,54
ctb0006-perfil-28,-53.7098512352629,-29.795834306672,44,17,33,50
ctb0006-perfil-29,-53.7514848710592,-29.759553678919,16,23,21,56
ctb0006-perfil-3,-53.9544882025897,-29.8740035593203,17,13,28,59
ctb0006-perfil-30,-53.7728214130838,-29.8124222105532,16,36,31,33
ctb0006-perfil-31,-53.7765141081206,-29.8318807752175,10.5,15,23,62
ctb0006-perfil-31,-53.7765141081206,-29.8318807752175,33,17,27,56
ctb0006-perfil-32,-53.7860707229743,-29.864582174913,11,17,52,31
ctb0006-perfil-32,-53.7860707229743,-29.864582174913,40,19,31,50
ctb0006-perfil-33,-53.8263127604852,-29.9228198326968,10,6,20,74
ctb0006-perfil-33,-53.8263127604852,-29.9228198326968,37.5,9,9,82
ctb0006-perfil-34,-53.847089665211,-29.953226712036,10,15,4,81
ctb0006-perfil-34,-53.847089665211,-29.953226712036,35,27,10,63
ctb0006-perfil-35,-53.8767157262081,-29.9088047501546,13.5,23,20,57
ctb0006-perfil-35,-53.8767157262081,-29.9088047501546,44.5,21,20,59
ctb0006-perfil-36,-53.8101168448555,-29.9955903636144,15,30,22,48
ctb0006-perfil-36,-53.8101168448555,-29.9955903636144,60,10,10,80
ctb0006-perfil-37,-53.7622365283756,-29.9563419756323,14,19,2,79
ctb0006-perfil-37,-53.7622365283756,-29.9563419756323,52,21,2,77
ctb0006-perfil-38,-54.0312923119687,-29.6371672793829,11.5,5,8,87
ctb0006-perfil-38,-54.0312923119687,-29.6371672793829,36.5,9,14,77
ctb0006-perfil-39,-53.9568739389026,-29.6808308361391,11,9,16,75
ctb0006-perfil-39,-53.9568739389026,-29.6808308361391,41.75,9,15,76
ctb0006-perfil-4,-53.9436555807482,-29.9345809992806,9,20,25,55
ctb0006-perfil-4,-53.9436555807482,-29.9345809992806,35.75,40,16,44
ctb0006-perfil-40,-53.9361143035144,-29.7000162200706,12.5,15,23,62
ctb0006-perfil-40,-53.9361143035144,-29.7000162200706,55,9,14,77
ctb0006-perfil-41,-53.7044123570274,-29.8687890937036,25,7,28,65
ctb0006-perfil-42,-53.6626976478704,-29.8879390185822,20.5,11,31,58
ctb0006-perfil-43,-53.7185814681979,-29.9023935488362,17.5,15,22,63
ctb0006-perfil-44,-53.8918845925752,-29.795203435522,12.5,5,31,64
ctb0006-perfil-44,-53.8918845925752,-29.795203435522,52.5,7,16,77
ctb0006-perfil-45,-54.0729221735345,-29.7307095352523,21,21,21,58
ctb0006-perfil-46,-54.0132718729764,-29.6935805933146,27,19,16,65
ctb0006-perfil-47,-53.8327375485926,-29.8428891646752,34,12,21,67
ctb0006-perfil-48,-53.8323021089954,-29.866294344293,42.5,8,15,77
ctb0006-perfil-49,-53.8505701004648,-29.8606065793961,23,16,20,64
ctb0006-perfil-5,-53.9023723383069,-29.8718148739666,10,24,40,36
ctb0006-perfil-5,-53.9023723383069,-29.8718148739666,33,28,51,21
ctb0006-perfil-50,-53.9940075602245,-29.9676710723081,20.5,14,12,74
ctb0006-perfil-51,-54.0298955842185,-29.951059365176,10,8,18,74
ctb0006-perfil-51,-54.0298955842185,-29.951059365176,50,14,16,70
ctb0006-perfil-52,-53.9565070076577,-29.7901382171657,14,14,10,76
ctb0006-perfil-52,-53.9565070076577,-29.7901382171657,55,16,8,76
ctb0006-perfil-53,-53.9071051188588,-29.724340679967,9,12,20,68
ctb0006-perfil-53,-53.9071051188588,-29.724340679967,47,14,15,71
ctb0006-perfil-54,-53.8855138161544,-29.7656249133402,15,10,26,64
ctb0006-perfil-54,-53.8855138161544,-29.7656249133402,44,27,26,47
ctb0006-perfil-55,-53.7292868729218,-29.6827145793662,15,12,14,74
ctb0006-perfil-55,-53.7292868729218,-29.6827145793662,42.5,16,19,65
ctb0006-perfil-56,-54.0885793537805,-29.676967905545,25,11,29,60
ctb0006-perfil-57,-53.7399101390806,-29.6634634749447,20,13,31,56
ctb0006-perfil-58,-53.8877897663092,-29.8365550814136,30,10,19,71
ctb0006-perfil-59,-53.8955388463286,-29.9467859015604,17,10,20,70
ctb0006-perfil-6,-53.912955427118,-29.7490593402351,16,9,9,82
ctb0006-perfil-60,-53.9690506829192,-29.8332187852458,20,15,25,60
ctb0006-perfil-61,-53.7351286498311,-29.7233091740635,15.5,15,43,42
ctb0006-perfil-62,-53.6811076976736,-29.7483268198014,9,22,22,56
ctb0006-perfil-62,-53.6811076976736,-29.7483268198014,44,36,19,45
ctb0006-perfil-63,-53.7003105697328,-29.8290780969315,17.5,13,18,69
ctb0006-perfil-64,-53.6855734713906,-29.8404460177041,13,9,42,49
ctb0006-perfil-64,-53.6855734713906,-29.8404460177041,32,13,40,47
ctb0006-perfil-65,-53.6207283674794,-29.7982187934815,19,11,21,68
ctb0006-perfil-66,-53.6802244530347,-29.6146866601514,20,24,42,34
ctb0006-perfil-67,-53.6927441784583,-29.6247067739647,20,8,22,70
ctb0006-perfil-68,-53.5469121127877,-29.768226667277,23,18,23,59
ctb0006-perfil-69,-53.5413841156738,-29.7138767534802,23.5,14,30,56
ctb0006-perfil-7,-53.9569542271709,-29.7466215443664,20.75,7,3,90
ctb0006-perfil-70,-53.9741952132155,-29.6068039593228,17,14,27,59
ctb0006-perfil-71,-53.9085893165969,-29.6126787268667,12.5,14,13,73
ctb0006-perfil-71,-53.9085893165969,-29.6126787268667,72.5,24,15,61
ctb0006-perfil-72,-53.6965670136055,-29.6836556013937,17.5,14,44,42
ctb0006-perfil-8,-53.9950689207271,-29.765694815477,14,25,12,63
ctb0006-perfil-8,-53.9950689207271,-29.765694815477,34.5,15,2,83
ctb0006-perfil-9,-54.0309448020979,-29.7623406069825,11.5,9,14,77
ctb0006-perfil-9,-54.0309448020979,-29.7623406069825,41,13,14,73
ctb0007-APt,-53.7362726046361,-29.8803986174854,10,10,37,53
ctb0007-APt,-53.7362726046361,-29.8803986174854,30,12,40,48
ctb0007-LBa,-50.8799040453384,-28.510734162169,10,53,34,13
ctb0007-LBa,-50.8799040453384,-28.510734162169,30,66,27,7
ctb0007-LVd1,-53.6438712033401,-28.9793070338298,10,14,10,76
ctb0007-LVd1,-53.6438712033401,-28.9793070338298,30,18,10,72
ctb0007-LVd2,-52.3336968135035,-28.2369896817424,10,37,16,47
ctb0007-LVd2,-52.3336968135035,-28.2369896817424,30,26,19,55
ctb0007-LVdf1,-51.4562934980492,-28.3509459051611,10,53,36,11
ctb0007-LVdf1,-51.4562934980492,-28.3509459051611,30,63,31,6
ctb0007-LVdf2,-53.6900456979679,-28.5840876385943,10,70,24,6
ctb0007-LVdf2,-53.6900456979679,-28.5840876385943,30,72,23,5
ctb0007-PVd1,-54.2180369910909,-30.3662139231422,10,31,35,34
ctb0007-PVd1,-54.2180369910909,-30.3662139231422,30,32,37,31
ctb0007-PVd2,-53.5942994920902,-30.1474800667819,10,14,31,55
ctb0007-PVd2,-53.5942994920902,-30.1474800667819,30,18,29,53
ctb0007-PVd3,-53.712985,-29.714016,10,10,34,56
ctb0007-PVd3,-53.712985,-29.714016,30,11,34,55
ctb0007-SGe,-54.5336462301068,-30.2616267908763,10,12,36,52
ctb0007-SGe,-54.5336462301068,-30.2616267908763,30,14,34,52
ctb0007-SXe,-53.676030951022,-30.0467674136809,10,15,47,38
ctb0007-SXe,-53.676030951022,-30.0467674136809,30,17,46,37
ctb0007-VEo,-55.7920351004129,-30.720293581132,10,52,31,17
ctb0007-VEo,-55.7920351004129,-30.720293581132,30,63,20,17
ctb0011-P1,-56.36935,-29.15155,7.5,20,32,48
ctb0011-P1,-56.36935,-29.15155,22.5,23,35,42
ctb0011-P1,-56.36935,-29.15155,50,34,35,31
ctb0011-P2,-55.0971333333333,-29.0684333333333,10.5,28,48,24
ctb0011-P2,-55.0971333333333,-29.0684333333333,55.5,34,50,16
ctb0011-P3,-53.1079,-29.4221166666667,15,16,65,19
ctb0011-P3,-53.1079,-29.4221166666667,70,15,65,20
ctb0011-P4,-51.2279166666667,-29.1734333333333,20,37,41,22
ctb0011-P5,-50.3385666666667,-28.5362,10,55,35,10
ctb0011-P5,-50.3385666666667,-28.5362,32.5,50,38,12
ctb0017-Perfil-01,-47.668,-19.682,30,50,13,37
ctb0017-Perfil-02,-47.672,-19.684,20,76,12,12
ctb0017-Perfil-03,-47.718,-19.652,20,46,12,42
ctb0017-Perfil-04,-47.741,-19.617,20,60,20,20
ctb0017-Perfil-05,-47.768,-19.588,25,72,15,13
ctb0017-Perfil-06,-47.783,-19.604,10,33,16,51
ctb0017-Perfil-06,-47.783,-19.604,27.5,43,8,49
ctb0017-Perfil-07,-47.715,-19.691,17.5,37,19,44
ctb0017-Perfil-08,-47.739,-19.677,20,21,24,55
ctb0017-Perfil-09,-47.74,-19.659,20,14,17,69
ctb0017-Perfil-10,-47.751,-19.658,25,16,18,66
ctb0017-Perfil-11,-47.783,-19.659,20,17,10,73
ctb0017-Perfil-12,-47.845,-19.675,20,22,16,62
ctb0017-Perfil-13,-47.825,-19.696,20,15,11,74
ctb0017-Perfil-14,-47.788,-19.681,20,17,22,61
ctb0017-Perfil-15,-47.786,-19.703,20,22,14,64
ctb0017-Perfil-16,-47.772,-19.705,20,28,15,57
ctb0017-Perfil-17,-47.779,-19.708,25,24,22,54
ctb0017-Perfil-18,-47.832,-19.559,20,47,4,49
ctb0017-Perfil-19,-47.847,-19.578,17.5,23,5,72
ctb0017-Perfil-20,-47.856,-19.601,20,20,7,73
ctb0017-Perfil-21,-47.875,-19.639,17.5,34,14,52
ctb0017-Perfil-22,-47.876,-19.648,12.5,19,10,71
ctb0017-Perfil-22,-47.876,-19.648,87.5,22,14,64
ctb0017-Perfil-23,-47.911,-19.695,25,49,29,22
ctb0017-Perfil-24,-47.962,-19.648,25,22,13,65
ctb0017-Perfil-25,-47.953,-19.484,25,18,10,72
ctb0017-Perfil-26,-47.94,-19.618,20,14,12,74
ctb0017-Perfil-27,-47.977,-19.616,25,18,6,76
ctb0017-Perfil-28,-47.909,-19.616,20,16,8,76
ctb0017-Perfil-29,-47.897,-19.707,25,30,8,62
ctb0017-Perfil-30,-47.819,-19.626,15,19,11,70
ctb0017-Perfil-30,-47.819,-19.626,90,24,16,60
ctb0017-Perfil-31,-47.773,-19.577,17.5,68,14,18
ctb0017-Perfil-32,-47.605,-19.667,20,62,20,18
ctb0017-Perfil-33,-47.611,-19.668,20,68,12,20
ctb0017-Perfil-34,-47.966,-19.713,30,21,12,67
ctb0017-Perfil-35,-47.958,-19.712,20,21,4,75
ctb0017-Perfil-36,-47.976,-19.71,20,29,14,57
ctb0017-Perfil-37,-47.957,-19.723,30,64,26,10
ctb0017-Perfil-38,-47.953,-19.724,25,47,32,21
ctb0017-Perfil-39,-48.043,-19.586,20,19,7,74
ctb0017-Perfil-40,-48.028,-19.592,25,29,15,56
ctb0017-Perfil-41,-48.019,-19.616,30,0,14,86
ctb0017-Perfil-42,-47.871,-19.856,30,63,27,10
ctb0017-Perfil-43,-48.072,-19.759,25,19,3,78
ctb0017-Perfil-44,-48.183,-19.745,20,22,5,73
ctb0017-Perfil-45,-48.344,-19.76,30,53,24,23
ctb0017-Perfil-46,-48.078,-19.563,20,16,14,70
ctb0017-Perfil-47,-48.178,-19.538,20,25,9,66
ctb0017-Perfil-48,-48.263,-19.565,20,18,8,74
ctb0017-Perfil-49,-48.309,-19.65,20,21,8,71
ctb0017-Perfil-50,-48.007,-19.624,20,17,10,73
ctb0017-Perfil-51,-48.063,-19.64,20,21,7,72
ctb0017-Perfil-52,-48.159,-19.659,20,19,6,75
ctb0017-Perfil-53,-48.176,-19.69,30,52,27,21
ctb0017-Perfil-54,-47.969,-19.59,15,16,13,71
ctb0017-Perfil-54,-47.969,-19.59,90,20,8,72
ctb0017-Perfil-55,-48.114,-19.609,20,19,8,73
ctb0017-Perfil-56,-48.156,-19.584,20,34,14,52
ctb0017-Perfil-57,-47.993,-19.685,20,21,15,64
ctb0017-Perfil-58,-48.176,-19.806,15,14,3,83
ctb0017-Perfil-58,-48.176,-19.806,90,18,5,77
ctb0017-Perfil-59,-48.24,-19.859,20,16,14,70
ctb0017-Perfil-60,-48.307,-19.905,40,37,38,25
ctb0017-Perfil-61,-48.357,-19.908,20,21,16,63
ctb0017-Perfil-62,-48.41,-19.883,20,32,23,45
ctb0017-Perfil-63,-48.422,-19.803,20,13,9,78
ctb0017-Perfil-64,-48.376,-19.951,20,27,12,61
ctb0017-Perfil-65,-48.457,-19.962,30,49,22,29
ctb0017-Perfil-66,-48.536,-19.989,30,53,26,21
ctb0017-Perfil-67,-48.202,-19.604,20,10,11,79
ctb0017-Perfil-68,-48.214,-19.651,20,45,30,25
ctb0017-Perfil-69,-48.117,-20.016,35,56,37,7
ctb0017-Perfil-70,-48.259,-19.756,20,19,13,68
ctb0017-Perfil-71,-48.362,-19.705,20,16,11,73
ctb0017-Perfil-72,-48.255,-19.589,20,24,23,53
ctb0017-Perfil-73,-48.196,-19.858,20,16,11,73
ctb0017-Perfil-74,-48.386,-19.834,20,51,27,22
ctb0017-Perfil-75,-48.346,-19.825,20,21,9,70
ctb0017-Perfil-76,-48.436,-19.916,20,45,17,38
ctb0017-Perfil-77,-48.507,-19.922,10,9,3,88
ctb0017-Perfil-77,-48.507,-19.922,70,14,2,84
ctb0017-Perfil-78,-48.079,-19.846,30,41,33,26
ctb0017-Perfil-79,-47.856,-19.581,20,14,15,71
ctb0017-Perfil-80,-47.875,-19.549,20,55,32,13
ctb0017-Perfil-81,-48.518,-20.013,30,24,18,58
ctb0017-Perfil-82,-48.263,-19.784,20,44,31,25
ctb0017-Perfil-83,-47.953,-19.724,7.5,7,1,92
ctb0017-Perfil-83,-47.953,-19.724,22.5,12,5,83
ctb0019-F1,-50.222238,-29.482984,10,61,29,10
ctb0019-F1,-50.222238,-29.482984,16.5,60,33,7
ctb0019-F1,-50.222238,-29.482984,25,64,23,13
ctb0019-F1,-50.222238,-29.482984,37.5,60,30,10
ctb0019-F10,-50.169609,-29.478909,2,59,33,8
ctb0019-F10,-50.169609,-29.478909,24.5,63,27,10
ctb0019-F2,-50.219623,-29.482261,9,45,48,7
ctb0019-F2,-50.219623,-29.482261,14.5,48,43,9
ctb0019-F2,-50.219623,-29.482261,29,51,38,11
ctb0019-F5,-50.205119,-29.489567,8.5,61,36,3
ctb0019-F5,-50.205119,-29.489567,17,66,29,5
ctb0019-F5,-50.205119,-29.489567,29.5,68,26,6
ctb0019-F6,-50.198076,-29.485685,9,48,42,10
ctb0019-F6,-50.198076,-29.485685,22,63,29,8
ctb0019-F6,-50.198076,-29.485685,33.5,55,23,22
ctb0019-FP2,-50.207873,-29.486262,7,61,36,3
ctb0019-FP2,-50.207873,-29.486262,19,61,36,3
ctb0019-FP2,-50.207873,-29.486262,33,68,27,5
ctb0019-G1,-50.22795,-29.48919,4.5,69,27,4
ctb0019-G1,-50.22795,-29.48919,14.5,69,26,5
ctb0019-G1,-50.22795,-29.48919,25.5,67,27,6
ctb0019-G2,-50.228016,-29.487262,6.5,61,32,7
ctb0019-G2,-50.228016,-29.487262,19,59,30,11
ctb0019-G2,-50.228016,-29.487262,30.5,61,28,11
