id,coord_x,coord_y,depth,clay,silt,sand
ctb0003-sm-dnos-396,-53.806504,-29.610721,9,35,39,26
ctb0003-sm-dnos-397,-53.806146,-29.611576,10,35,37,28
ctb0003-sm-dnos-398,-53.805798,-29.61245,10,24,46,30
ctb0003-sm-dnos-399,-53.805428,-29.61326,10,22,63,15
ctb0003-sm-dnos-400,-53.805081,-29.614124,8.5,31,42,27
ctb0004-Forest,-35.138219987036,-8.57963260263453,10,32,25,43
ctb0004-Forest,-35.138219987036,-8.57963260263453,28.5,34,35,31
ctb0004-Palma-5,-35.138422147592,-8.5831825185521,12.5,52,8,40
ctb0004-Palma-5,-35.138422147592,-8.5831825185521,35,53,7,40
ctb0004-Palma-9,-35.1399392421755,-8.56271363492062,7.5,52,11,37
ctb0004-Palma-9,-35.1399392421755,-8.56271363492062,32.5,75,5,20
ctb0004-Rosário-26,-35.1340140553289,-8.57666604157424,12,61,14,25
ctb0004-Rosário-26,-35.1340140553289,-8.57666604157424,40,65,15,20
ctb0005-P1,-53.78642589,-29.71285047,7.5,20,30,50
ctb0005-P1,-53.78642589,-29.71285047,21,44,14,42
ctb0005-P1,-53.78642589,-29.71285047,38.5,44,19,37
ctb0005-P2,-54.1674194,-29.64256845,10,24,32,44
ctb0005-P2,-54.1674194,-29.64256845,27.5,34,27,39
ctb0005-P3,-54.32826095,-29.64047901,21,11,24,65
ctb0005-P4,-54.32683918,-29.64036014,16.5,12,24,64
ctb0005-P5,-54.343523,-29.64240944,14.5,17,43,40
ctb0005-P5,-54.343523,-29.64240944,38,32,57,11
ctb0005-P6,-54.40957212,-29.64827225,17,17,37,46
ctb0006-obs_10,-54.0391,-29.6696,25,11,29,60
ctb0006-obs_100,-54.0241,-29.7586,11.5,9,14,77
ctb0006-obs_100,-54.0241,-29.7586,41,13,14,73
ctb0006-obs_101,-54.0497,-29.7634,20.75,7,3,90
ctb0006-obs_102,-53.9147,-29.7415,16,9,9,82
ctb0006-obs_103,-53.9033,-29.7511,30,10,19,71
ctb0006-obs_104,-53.7482,-29.7639,16,23,21,56
ctb0006-obs_105,-53.7496,-29.7678,16,23,21,56
ctb0006-obs_106,-53.7063,-29.782,16,36,31,33
ctb0006-obs_107,-53.7058,-29.7956,15,15,31,54
ctb0006-obs_107,-53.7058,-29.7956,44,17,33,50
ctb0006-obs_108,-53.7256,-29.7967,17.5,13,18,69
ctb0006-obs_109,-53.7092,-29.7958,15,15,31,54
ctb0006-obs_109,-53.7092,-29.7958,44,17,33,50
ctb0006-obs_11,-54.0564,-29.6686,14,14,10,76
ctb0006-obs_11,-54.0564,-29.6686,55,16,8,76
ctb0006-obs_110,-53.7036,-29.8038,10.5,15,23,62
ctb0006-obs_110,-53.7036,-29.8038,33,17,27,56
ctb0006-obs_111,-53.6975,-29.8288,17.5,13,18,69
ctb0006-obs_112,-53.61,-29.8311,6.5,17,41,42
ctb0006-obs_112,-53.61,-29.8311,24.25,11,29,60
ctb0006-obs_113,-53.6877,-29.8414,13,9,42,49
ctb0006-obs_113,-53.6877,-29.8414,32,13,40,47
ctb0006-obs_114,-53.6776,-29.8389,13,9,42,49
ctb0006-obs_114,-53.6776,-29.8389,32,13,40,47
ctb0006-obs_115,-53.6735,-29.8371,13,9,42,49
ctb0006-obs_115,-53.6735,-29.8371,32,13,40,47
ctb0006-obs_116,-53.6677,-29.8368,13,9,42,49
ctb0006-obs_116,-53.6677,-29.8368,32,13,40,47
ctb0006-obs_117,-53.6581,-29.8355,13,9,42,49
ctb0006-obs_117,-53.6581,-29.8355,32,13,40,47
ctb0006-obs_118,-53.649,-29.8346,13,9,18,73
ctb0006-obs_118,-53.649,-29.8346,48,11,18,71
ctb0006-obs_119,-53.6362,-29.83,5,13,25,62
ctb0006-obs_119,-53.6362,-29.83,25,13,28,59
ctb0006-obs_12,-54.0766,-29.6668,14,14,10,76
ctb0006-obs_12,-54.0766,-29.6668,55,16,8,76
ctb0006-obs_120,-53.63,-29.8301,5,13,25,62
ctb0006-obs_120,-53.63,-29.8301,25,13,28,59
ctb0006-obs_121,-53.6036,-29.8373,14.5,48,26,26
ctb0006-obs_121,-53.6036,-29.8373,40,61,32,7
ctb0006-obs_122,-53.6063,-29.8494,6.5,17,41,42
ctb0006-obs_122,-53.6063,-29.8494,24.25,11,29,60
ctb0006-obs_123,-53.608,-29.8554,14.5,48,26,26
ctb0006-obs_123,-53.608,-29.8554,40,61,32,7
ctb0006-obs_124,-53.617,-29.8576,6.5,17,41,42
ctb0006-obs_124,-53.617,-29.8576,24.25,11,29,60
ctb0006-obs_125,-53.6212,-29.8659,6.5,17,41,42
ctb0006-obs_125,-53.6212,-29.8659,24.25,11,29,60
ctb0006-obs_126,-53.5836,-29.8261,5,13,25,62
ctb0006-obs_126,-53.5836,-29.8261,25,13,28,59
ctb0006-obs_127,-53.5591,-29.7955,6.5,17,41,42
ctb0006-obs_127,-53.5591,-29.7955,24.25,11,29,60
ctb0006-obs_128,-53.5524,-29.8509,12.5,13,22,65
ctb0006-obs_128,-53.5524,-29.8509,32.5,11,27,62
ctb0006-obs_129,-53.5535,-29.8534,15,15,31,54
ctb0006-obs_129,-53.5535,-29.8534,44,17,33,50
ctb0006-obs_13,-54.0917,-29.6661,14,14,10,76
ctb0006-obs_13,-54.0917,-29.6661,55,16,8,76
ctb0006-obs_130,-53.5729,-29.7913,13,9,18,73
ctb0006-obs_130,-53.5729,-29.7913,48,11,18,71
ctb0006-obs_131,-53.5879,-29.7795,13,9,18,73
ctb0006-obs_131,-53.5879,-29.7795,48,11,18,71
ctb0006-obs_132,-53.5917,-29.7776,6.5,17,41,42
ctb0006-obs_132,-53.5917,-29.7776,24.25,11,29,60
ctb0006-obs_133,-53.5999,-29.7814,5,13,25,62
ctb0006-obs_133,-53.5999,-29.7814,25,13,28,59
ctb0006-obs_134,-53.6143,-29.8031,19,11,21,68
ctb0006-obs_135,-53.6263,-29.7943,19,11,21,68
ctb0006-obs_136,-53.6356,-29.7868,19,11,21,68
ctb0006-obs_137,-53.6416,-29.7663,12.5,13,20,67
ctb0006-obs_137,-53.6416,-29.7663,32.5,17,20,63
ctb0006-obs_138,-53.9062,-29.6998,20.75,7,3,90
ctb0006-obs_139,-53.9121,-29.7008,30,10,19,71
ctb0006-obs_14,-54.1058,-29.6643,11.5,5,8,87
ctb0006-obs_14,-54.1058,-29.6643,36.5,9,14,77
ctb0006-obs_140,-53.9192,-29.704,14,14,10,76
ctb0006-obs_140,-53.9192,-29.704,55,16,8,76
ctb0006-obs_141,-53.9414,-29.7105,14,14,10,76
ctb0006-obs_141,-53.9414,-29.7105,55,16,8,76
ctb0006-obs_142,-53.9525,-29.7189,21,21,21,58
ctb0006-obs_143,-53.953,-29.7205,14,14,10,76
ctb0006-obs_143,-53.953,-29.7205,55,16,8,76
ctb0006-obs_144,-53.9588,-29.7271,20.75,7,3,90
ctb0006-obs_145,-53.9743,-29.7288,14,25,12,63
ctb0006-obs_145,-53.9743,-29.7288,34.5,15,2,83
ctb0006-obs_147,-54.0022,-29.7076,21,21,21,58
ctb0006-obs_148,-54.0017,-29.6965,27,19,16,65
ctb0006-obs_149,-53.9706,-29.6873,11,9,16,75
ctb0006-obs_149,-53.9706,-29.6873,41.75,9,15,76
ctb0006-obs_15,-54.0271,-29.6644,27,19,16,65
ctb0006-obs_150,-53.9457,-29.6964,12.5,15,23,62
ctb0006-obs_150,-53.9457,-29.6964,55,9,14,77
ctb0006-obs_151,-53.9356,-29.7005,12.5,15,23,62
ctb0006-obs_151,-53.9356,-29.7005,55,9,14,77
ctb0006-obs_152,-53.9353,-29.7031,12.5,15,23,62
ctb0006-obs_152,-53.9353,-29.7031,55,9,14,77
ctb0006-obs_153,-53.9025,-29.8717,10,24,40,36
ctb0006-obs_153,-53.9025,-29.8717,33,28,51,21
ctb0006-obs_156,-53.8749,-29.8974,10,24,40,36
ctb0006-obs_156,-53.8749,-29.8974,33,28,51,21
ctb0006-obs_157,-53.8769,-29.9047,13.5,23,20,57
ctb0006-obs_157,-53.8769,-29.9047,44.5,21,20,59
ctb0006-obs_158,-53.8768,-29.9091,13.5,23,20,57
ctb0006-obs_158,-53.8768,-29.9091,44.5,21,20,59
ctb0006-obs_159,-53.8682,-29.925,17,10,20,70
ctb0006-obs_16,-54.0283,-29.6576,27,19,16,65
ctb0006-obs_160,-53.8689,-29.9352,10,15,4,81
ctb0006-obs_160,-53.8689,-29.9352,35,27,10,63
ctb0006-obs_161,-53.8718,-29.9572,10,15,4,81
ctb0006-obs_161,-53.8718,-29.9572,35,27,10,63
ctb0006-obs_162,-53.861,-29.9587,17,10,20,70
ctb0006-obs_163,-53.8491,-29.9544,10,15,4,81
ctb0006-obs_163,-53.8491,-29.9544,35,27,10,63
ctb0006-obs_164,-53.8444,-29.943,10,15,4,81
ctb0006-obs_164,-53.8444,-29.943,35,27,10,63
ctb0006-obs_165,-53.836,-29.9314,13.5,23,20,57
ctb0006-obs_165,-53.836,-29.9314,44.5,21,20,59
ctb0006-obs_166,-53.8284,-29.9244,10,6,20,74
ctb0006-obs_166,-53.8284,-29.9244,37.5,9,9,82
ctb0006-obs_167,-53.8203,-29.9114,10,15,4,81
ctb0006-obs_167,-53.8203,-29.9114,35,27,10,63
ctb0006-obs_168,-53.84,-29.8959,17,10,20,70
ctb0006-obs_169,-53.8544,-29.8943,17,10,20,70
ctb0006-obs_17,-54.0316,-29.6518,27,19,16,65
ctb0006-obs_170,-53.9237,-29.8744,15,15,26,59
ctb0006-obs_170,-53.9237,-29.8744,40,15,26,59
ctb0006-obs_171,-53.9546,-29.8741,15,15,26,59
ctb0006-obs_171,-53.9546,-29.8741,40,15,26,59
ctb0006-obs_172,-53.942,-29.8976,15,15,26,59
ctb0006-obs_172,-53.942,-29.8976,40,15,26,59
ctb0006-obs_173,-53.9431,-29.9403,20.5,14,12,74
ctb0006-obs_174,-53.9406,-29.9565,20.5,14,12,74
ctb0006-obs_175,-53.9373,-29.9771,17,10,20,70
ctb0006-obs_176,-53.9271,-29.9874,10,8,18,74
ctb0006-obs_176,-53.9271,-29.9874,50,14,16,70
ctb0006-obs_177,-53.9844,-29.8529,15,15,26,59
ctb0006-obs_177,-53.9844,-29.8529,40,15,26,59
ctb0006-obs_178,-54.0086,-29.8525,15,15,26,59
ctb0006-obs_178,-54.0086,-29.8525,40,15,26,59
ctb0006-obs_179,-54.0181,-29.8901,16,15,35,50
ctb0006-obs_18,-54.0143,-29.6505,11.5,5,8,87
ctb0006-obs_18,-54.0143,-29.6505,36.5,9,14,77
ctb0006-obs_180,-54.0125,-29.9158,16,15,35,50
ctb0006-obs_181,-54.0108,-29.9276,17,10,20,70
ctb0006-obs_182,-54.0257,-29.9435,15,15,26,59
ctb0006-obs_182,-54.0257,-29.9435,40,15,26,59
ctb0006-obs_183,-54.0278,-29.9485,10,8,18,74
ctb0006-obs_183,-54.0278,-29.9485,50,14,16,70
ctb0006-obs_184,-54.0339,-29.9536,10,8,18,74
ctb0006-obs_184,-54.0339,-29.9536,50,14,16,70
ctb0006-obs_185,-53.9724,-29.8377,30,10,19,71
ctb0006-obs_186,-53.9676,-29.8309,12.5,5,31,64
ctb0006-obs_186,-53.9676,-29.8309,52.5,7,16,77
ctb0006-obs_187,-53.9633,-29.8309,12.5,5,31,64
ctb0006-obs_187,-53.9633,-29.8309,52.5,7,16,77
ctb0006-obs_188,-53.9487,-29.8384,15,15,26,59
ctb0006-obs_188,-53.9487,-29.8384,40,15,26,59
ctb0006-obs_189,-53.9312,-29.8297,12.5,5,31,64
ctb0006-obs_189,-53.9312,-29.8297,52.5,7,16,77
ctb0006-obs_19,-54.0175,-29.6403,14,14,10,76
ctb0006-obs_19,-54.0175,-29.6403,55,16,8,76
ctb0006-obs_190,-53.9266,-29.8282,12.5,5,31,64
ctb0006-obs_190,-53.9266,-29.8282,52.5,7,16,77
ctb0006-obs_191,-53.9223,-29.8287,30,10,19,71
ctb0006-obs_192,-54.0886,-29.677,25,11,29,60
ctb0006-obs_193,-54.0875,-29.683,14,14,10,76
ctb0006-obs_193,-54.0875,-29.683,55,16,8,76
ctb0006-obs_194,-54.0836,-29.6902,19,26,19,55
ctb0006-obs_195,-54.0875,-29.6936,21,21,21,58
ctb0006-obs_196,-54.0891,-29.6948,25,11,29,60
ctb0006-obs_197,-54.0898,-29.6993,21,21,21,58
ctb0006-obs_198,-54.0975,-29.7031,21,21,21,58
ctb0006-obs_199,-54.1007,-29.6989,21,21,21,58
ctb0006-obs_2,-53.8912,-29.6886,20.75,7,3,90
ctb0006-obs_20,-54.0466,-29.6373,11.5,5,8,87
ctb0006-obs_20,-54.0466,-29.6373,36.5,9,14,77
ctb0006-obs_200,-54.107,-29.6928,21,21,21,58
ctb0006-obs_201,-54.1097,-29.6839,11.5,5,8,87
ctb0006-obs_201,-54.1097,-29.6839,36.5,9,14,77
ctb0006-obs_202,-54.1232,-29.6947,11.5,5,8,87
ctb0006-obs_202,-54.1232,-29.6947,36.5,9,14,77
ctb0006-obs_203,-54.0849,-29.7149,21,21,21,58
ctb0006-obs_204,-54.073,-29.7303,21,21,21,58
ctb0006-obs_205,-54.0508,-29.7216,19,26,19,55
ctb0006-obs_206,-54.0334,-29.7236,19,26,19,55
ctb0006-obs_207,-54.0179,-29.7301,19,26,19,55
ctb0006-obs_208,-54.0037,-29.7375,12.5,15,23,62
ctb0006-obs_208,-54.0037,-29.7375,55,9,14,77
ctb0006-obs_209,-53.905,-29.6609,21.5,15,16,69
ctb0006-obs_21,-53.9977,-29.6562,21,21,21,58
ctb0006-obs_210,-53.9362,-29.6339,21,21,21,58
ctb0006-obs_211,-53.9482,-29.6228,14,14,10,76
ctb0006-obs_211,-53.9482,-29.6228,55,16,8,76
ctb0006-obs_212,-53.9498,-29.6164,14,14,10,76
ctb0006-obs_212,-53.9498,-29.6164,55,16,8,76
ctb0006-obs_213,-53.9565,-29.6054,10,17,19,64
ctb0006-obs_213,-53.9565,-29.6054,40,23,15,62
ctb0006-obs_214,-53.9478,-29.5982,10,17,19,64
ctb0006-obs_214,-53.9478,-29.5982,40,23,15,62
ctb0006-obs_215,-53.9715,-29.6073,10,17,19,64
ctb0006-obs_215,-53.9715,-29.6073,40,23,15,62
ctb0006-obs_216,-53.9823,-29.5965,17.5,13,7,80
ctb0006-obs_217,-53.892,-29.6546,20.75,7,3,90
ctb0006-obs_218,-53.8818,-29.655,21.5,15,16,69
ctb0006-obs_219,-53.8849,-29.6457,22.5,13,56,31
ctb0006-obs_22,-53.9853,-29.664,10,17,19,64
ctb0006-obs_22,-53.9853,-29.664,40,23,15,62
ctb0006-obs_220,-53.8635,-29.6607,21.5,15,16,69
ctb0006-obs_221,-53.8578,-29.6749,21.5,15,16,69
ctb0006-obs_222,-53.8586,-29.6552,21.5,15,16,69
ctb0006-obs_223,-53.8715,-29.6439,21.5,15,16,69
ctb0006-obs_224,-53.8449,-29.6481,20,13,31,56
ctb0006-obs_225,-53.8447,-29.6348,20,13,31,56
ctb0006-obs_226,-53.8565,-29.6247,14,18,17,65
ctb0006-obs_226,-53.8565,-29.6247,40,22,17,61
ctb0006-obs_227,-53.89,-29.6181,12.5,14,13,73
ctb0006-obs_227,-53.89,-29.6181,72.5,24,15,61
ctb0006-obs_228,-53.9031,-29.608,12.5,14,13,73
ctb0006-obs_228,-53.9031,-29.608,72.5,24,15,61
ctb0006-obs_229,-53.9188,-29.6259,12.5,14,13,73
ctb0006-obs_229,-53.9188,-29.6259,72.5,24,15,61
ctb0006-obs_23,-53.9658,-29.6663,10,17,19,64
ctb0006-obs_23,-53.9658,-29.6663,40,23,15,62
ctb0006-obs_230,-53.9264,-29.6281,17,14,27,59
ctb0006-obs_231,-53.8278,-29.6443,20,13,31,56
ctb0006-obs_232,-53.8339,-29.6543,14,18,17,65
ctb0006-obs_232,-53.8339,-29.6543,40,22,17,61
ctb0006-obs_233,-53.6181,-29.6795,10,11,32,57
ctb0006-obs_233,-53.6181,-29.6795,37.5,9,38,53
ctb0006-obs_234,-53.6483,-29.6783,15,20,45,35
ctb0006-obs_234,-53.6483,-29.6783,45,18,26,56
ctb0006-obs_235,-53.669,-29.6489,13,9,18,73
ctb0006-obs_235,-53.669,-29.6489,48,11,18,71
ctb0006-obs_236,-53.8517,-29.6166,14,18,17,65
ctb0006-obs_236,-53.8517,-29.6166,40,22,17,61
ctb0006-obs_237,-53.8531,-29.5956,14,18,17,65
ctb0006-obs_237,-53.8531,-29.5956,40,22,17,61
ctb0006-obs_238,-53.6844,-29.6664,17.5,14,44,42
ctb0006-obs_239,-53.6946,-29.6127,20,8,22,70
ctb0006-obs_24,-53.9648,-29.6818,11,9,16,75
ctb0006-obs_24,-53.9648,-29.6818,41.75,9,15,76
ctb0006-obs_240,-53.695,-29.5962,11.5,9,51,40
ctb0006-obs_240,-53.695,-29.5962,35.5,9,47,44
ctb0006-obs_241,-53.6758,-29.581,17.5,46,47,7
ctb0006-obs_242,-53.9693,-29.6863,11,9,16,75
ctb0006-obs_242,-53.9693,-29.6863,41.75,9,15,76
ctb0006-obs_243,-53.9788,-29.688,11,9,16,75
ctb0006-obs_243,-53.9788,-29.688,41.75,9,15,76
ctb0006-obs_244,-53.992,-29.6878,27,19,16,65
ctb0006-obs_245,-53.9991,-29.687,27,19,16,65
ctb0006-obs_246,-53.9508,-29.7123,21,21,21,58
ctb0006-obs_247,-53.98,-29.727,14,25,12,63
ctb0006-obs_247,-53.98,-29.727,34.5,15,2,83
ctb0006-obs_248,-53.9915,-29.7239,21,21,21,58
ctb0006-obs_249,-53.9955,-29.7166,21,21,21,58
ctb0006-obs_25,-53.9899,-29.689,27,19,16,65
ctb0006-obs_250,-54.005,-29.7013,27,19,16,65
ctb0006-obs_251,-54.0018,-29.697,27,19,16,65
ctb0006-obs_252,-53.9999,-29.6726,27,19,16,65
ctb0006-obs_253,-53.9263,-29.7334,9,12,20,68
ctb0006-obs_253,-53.9263,-29.7334,47,14,15,71
ctb0006-obs_254,-53.9261,-29.7263,20.75,7,3,90
ctb0006-obs_255,-53.9309,-29.7141,15,15,26,59
ctb0006-obs_255,-53.9309,-29.7141,40,15,26,59
ctb0006-obs_256,-54.063,-29.7662,11.5,9,14,77
ctb0006-obs_256,-54.063,-29.7662,41,13,14,73
ctb0006-obs_257,-54.0649,-29.7621,11.5,9,14,77
ctb0006-obs_257,-54.0649,-29.7621,41,13,14,73
ctb0006-obs_258,-54.0692,-29.7559,11.5,9,14,77
ctb0006-obs_258,-54.0692,-29.7559,41,13,14,73
ctb0006-obs_259,-54.0705,-29.747,19,26,19,55
ctb0006-obs_26,-53.9991,-29.6862,27,19,16,65
ctb0006-obs_260,-54.0744,-29.7456,19,26,19,55
ctb0006-obs_261,-54.077,-29.7415,19,26,19,55
ctb0006-obs_262,-54.0742,-29.7394,19,26,19,55
ctb0006-obs_263,-54.0579,-29.736,21,21,21,58
ctb0006-obs_264,-54.0437,-29.7527,11.5,9,14,77
ctb0006-obs_264,-54.0437,-29.7527,41,13,14,73
ctb0006-obs_265,-54.0363,-29.7594,11.5,9,14,77
ctb0006-obs_265,-54.0363,-29.7594,41,13,14,73
ctb0006-obs_266,-53.9325,-29.7433,30,10,19,71
ctb0006-obs_267,-53.9386,-29.7535,30,10,19,71
ctb0006-obs_268,-53.9369,-29.764,30,10,19,71
ctb0006-obs_269,-53.9427,-29.7674,15,15,26,59
ctb0006-obs_269,-53.9427,-29.7674,40,15,26,59
ctb0006-obs_27,-54.0003,-29.6761,27,19,16,65
ctb0006-obs_270,-53.9411,-29.7718,15,15,26,59
ctb0006-obs_270,-53.9411,-29.7718,40,15,26,59
ctb0006-obs_271,-53.9364,-29.7778,15,15,26,59
ctb0006-obs_271,-53.9364,-29.7778,40,15,26,59
ctb0006-obs_272,-53.9364,-29.7501,30,10,19,71
ctb0006-obs_273,-53.9832,-29.7787,21,21,21,58
ctb0006-obs_274,-53.9779,-29.7835,30,10,19,71
ctb0006-obs_275,-53.9855,-29.7844,21,21,21,58
ctb0006-obs_276,-53.9663,-29.7907,14,14,10,76
ctb0006-obs_276,-53.9663,-29.7907,55,16,8,76
ctb0006-obs_277,-53.9601,-29.7923,14,14,10,76
ctb0006-obs_277,-53.9601,-29.7923,55,16,8,76
ctb0006-obs_278,-53.9543,-29.7862,20.75,7,3,90
ctb0006-obs_279,-53.9551,-29.7839,20.75,7,3,90
ctb0006-obs_28,-53.9998,-29.6726,10,17,19,64
ctb0006-obs_28,-53.9998,-29.6726,40,23,15,62
ctb0006-obs_280,-53.9565,-29.7795,20.75,7,3,90
ctb0006-obs_281,-53.7787,-29.8794,11,17,52,31
ctb0006-obs_281,-53.7787,-29.8794,40,19,31,50
ctb0006-obs_282,-53.7717,-29.8835,17.5,15,22,63
ctb0006-obs_283,-53.7675,-29.8865,11,17,52,31
ctb0006-obs_283,-53.7675,-29.8865,40,19,31,50
ctb0006-obs_284,-53.7778,-29.8899,15,15,26,59
ctb0006-obs_284,-53.7778,-29.8899,40,15,26,59
ctb0006-obs_285,-53.783,-29.8904,15,15,26,59
ctb0006-obs_285,-53.783,-29.8904,40,15,26,59
ctb0006-obs_286,-53.7614,-29.8901,15,15,26,59
ctb0006-obs_286,-53.7614,-29.8901,40,15,26,59
ctb0006-obs_287,-53.7658,-29.8969,17.5,15,22,63
ctb0006-obs_288,-53.7649,-29.9057,15,15,26,59
ctb0006-obs_288,-53.7649,-29.9057,40,15,26,59
ctb0006-obs_289,-53.7624,-29.9229,15,15,26,59
ctb0006-obs_289,-53.7624,-29.9229,40,15,26,59
ctb0006-obs_290,-53.7562,-29.8903,15,15,26,59
ctb0006-obs_290,-53.7562,-29.8903,40,15,26,59
ctb0006-obs_291,-53.746,-29.8953,17.5,15,22,63
ctb0006-obs_292,-53.7341,-29.8997,17.5,15,22,63
ctb0006-obs_293,-53.7312,-29.9239,17.5,15,22,63
ctb0006-obs_294,-53.734,-29.927,17.5,15,22,63
ctb0006-obs_295,-53.748,-29.9297,10,6,20,74
ctb0006-obs_295,-53.748,-29.9297,37.5,9,9,82
ctb0006-obs_296,-53.7576,-29.9377,10,6,20,74
ctb0006-obs_296,-53.7576,-29.9377,37.5,9,9,82
ctb0006-obs_297,-53.7606,-29.9486,25,7,28,65
ctb0006-obs_298,-53.7518,-29.9578,14,19,2,79
ctb0006-obs_298,-53.7518,-29.9578,52,21,2,77
ctb0006-obs_299,-53.8061,-29.8767,10.5,15,23,62
ctb0006-obs_299,-53.8061,-29.8767,33,17,27,56
ctb0006-obs_3,-53.8979,-29.6885,30,10,19,71
ctb0006-obs_30,-53.6695,-29.7087,15,20,45,35
ctb0006-obs_30,-53.6695,-29.7087,45,18,26,56
ctb0006-obs_300,-53.8162,-29.8856,10,6,20,74
ctb0006-obs_300,-53.8162,-29.8856,37.5,9,9,82
ctb0006-obs_301,-53.819,-29.8879,10,6,20,74
ctb0006-obs_301,-53.819,-29.8879,37.5,9,9,82
ctb0006-obs_302,-53.8227,-29.8904,10.5,15,23,62
ctb0006-obs_302,-53.8227,-29.8904,33,17,27,56
ctb0006-obs_303,-53.8324,-29.8939,23,16,20,64
ctb0006-obs_304,-53.8269,-29.904,23,16,20,64
ctb0006-obs_305,-53.8208,-29.907,10,15,4,81
ctb0006-obs_305,-53.8208,-29.907,35,27,10,63
ctb0006-obs_306,-53.8136,-29.916,10,15,4,81
ctb0006-obs_306,-53.8136,-29.916,35,27,10,63
ctb0006-obs_307,-53.8089,-29.9197,10,15,4,81
ctb0006-obs_307,-53.8089,-29.9197,35,27,10,63
ctb0006-obs_308,-53.8035,-29.9245,10,15,4,81
ctb0006-obs_308,-53.8035,-29.9245,35,27,10,63
ctb0006-obs_309,-53.7898,-29.922,14,19,2,79
ctb0006-obs_309,-53.7898,-29.922,52,21,2,77
ctb0006-obs_31,-53.6355,-29.7104,15,20,45,35
ctb0006-obs_31,-53.6355,-29.7104,45,18,26,56
ctb0006-obs_310,-53.8408,-29.957,10,15,4,81
ctb0006-obs_310,-53.8408,-29.957,35,27,10,63
ctb0006-obs_311,-53.8298,-29.9555,17,10,20,70
ctb0006-obs_312,-53.8247,-29.9578,17,10,20,70
ctb0006-obs_313,-53.8166,-29.9591,10,15,4,81
ctb0006-obs_313,-53.8166,-29.9591,35,27,10,63
ctb0006-obs_314,-53.8061,-29.9598,10,15,4,81
ctb0006-obs_314,-53.8061,-29.9598,35,27,10,63
ctb0006-obs_315,-53.8002,-29.9606,14,19,2,79
ctb0006-obs_315,-53.8002,-29.9606,52,21,2,77
ctb0006-obs_316,-53.7914,-29.9574,14,19,2,79
ctb0006-obs_316,-53.7914,-29.9574,52,21,2,77
ctb0006-obs_317,-53.7834,-29.9583,14,19,2,79
ctb0006-obs_317,-53.7834,-29.9583,52,21,2,77
ctb0006-obs_318,-53.7779,-29.958,14,19,2,79
ctb0006-obs_318,-53.7779,-29.958,52,21,2,77
ctb0006-obs_319,-53.7708,-29.9594,14,19,2,79
ctb0006-obs_319,-53.7708,-29.9594,52,21,2,77
ctb0006-obs_32,-53.6156,-29.719,15,20,45,35
ctb0006-obs_32,-53.6156,-29.719,45,18,26,56
ctb0006-obs_320,-54.0249,-29.6793,25,11,29,60
ctb0006-obs_321,-54.0249,-29.6815,27,19,16,65
ctb0006-obs_322,-54.024,-29.6878,27,19,16,65
ctb0006-obs_323,-54.0292,-29.6924,27,19,16,65
ctb0006-obs_324,-54.0401,-29.6957,27,19,16,65
ctb0006-obs_325,-54.0452,-29.6914,27,19,16,65
ctb0006-obs_326,-54.0429,-29.6876,21,21,21,58
ctb0006-obs_327,-54.0459,-29.6816,14,14,10,76
ctb0006-obs_327,-54.0459,-29.6816,55,16,8,76
ctb0006-obs_328,-54.047,-29.6738,14,14,10,76
ctb0006-obs_328,-54.047,-29.6738,55,16,8,76
ctb0006-obs_329,-54.0465,-29.6698,14,14,10,76
ctb0006-obs_329,-54.0465,-29.6698,55,16,8,76
ctb0006-obs_33,-53.5789,-29.7267,12,18,35,47
ctb0006-obs_33,-53.5789,-29.7267,39,22,34,44
ctb0006-obs_330,-54.0541,-29.6714,14,14,10,76
ctb0006-obs_330,-54.0541,-29.6714,55,16,8,76
ctb0006-obs_331,-54.0571,-29.6687,14,14,10,76
ctb0006-obs_331,-54.0571,-29.6687,55,16,8,76
ctb0006-obs_332,-54.0484,-29.6928,19,26,19,55
ctb0006-obs_333,-54.0594,-29.692,19,26,19,55
ctb0006-obs_334,-54.0623,-29.6924,21,21,21,58
ctb0006-obs_335,-54.0691,-29.6923,19,26,19,55
ctb0006-obs_336,-54.075,-29.6899,19,26,19,55
ctb0006-obs_337,-54.0825,-29.6895,19,26,19,55
ctb0006-obs_338,-54.0482,-29.7061,19,26,19,55
ctb0006-obs_339,-54.0416,-29.7092,19,26,19,55
ctb0006-obs_34,-53.5819,-29.7368,12,18,35,47
ctb0006-obs_34,-53.5819,-29.7368,39,22,34,44
ctb0006-obs_340,-54.0357,-29.7116,21,21,21,58
ctb0006-obs_341,-54.0325,-29.7135,21,21,21,58
ctb0006-obs_342,-54.0424,-29.7113,19,26,19,55
ctb0006-obs_343,-54.0025,-29.738,12.5,15,23,62
ctb0006-obs_343,-54.0025,-29.738,55,9,14,77
ctb0006-obs_344,-54,-29.7421,20.75,7,3,90
ctb0006-obs_345,-53.9991,-29.7527,21,21,21,58
ctb0006-obs_346,-53.9988,-29.7628,14,25,12,63
ctb0006-obs_346,-53.9988,-29.7628,34.5,15,2,83
ctb0006-obs_347,-53.7658,-29.7526,16,23,21,56
ctb0006-obs_348,-53.7707,-29.7499,16,23,21,56
ctb0006-obs_349,-53.7739,-29.7473,16,23,21,56
ctb0006-obs_35,-53.5839,-29.7448,15,20,45,35
ctb0006-obs_35,-53.5839,-29.7448,45,18,26,56
